NlmUniqueID	issn	sherpa_id	result	journal
	0022-5193	11387	JSON file OK - 	0376342
	0306-4565	4652	JSON file OK - sherpa_id already done - 	7600115
	0022-5223	3221	JSON file OK - sherpa_id already done - 	0376343
	0883-5993	8865	JSON file OK - sherpa_id already done - 	8606160
	1556-0864	8866	JSON file OK - sherpa_id already done - 	101274235
	1538-7933	226	JSON file OK - sherpa_id already done - 	101170508
	0929-5305	17394	JSON file OK - sherpa_id already done - 	9502018
	1932-6254	7509	JSON file OK - sherpa_id already done - 	101308490
	0965-206X	14144	JSON file OK - sherpa_id already done - 	9306822
	1528-7394	6254	JSON file OK - 	100960995
	1093-7404	6255	JSON file OK - sherpa_id already done - 	9802627
	0388-1350		JSON file OK - sherpa without items - 	7805798
	0946-672X	12871	JSON file OK - 	9508274
	0255-2922	12930	JSON file OK - sherpa_id already done - 	8211546
	1043-6596	9355	JSON file OK - sherpa_id already done - 	9001407
	2163-0755	22110	JSON file OK - sherpa_id already done - 	101570622
	1529-9732	25428	JSON file OK - sherpa_id already done - 	100898209
	1078-7496	8867	JSON file OK - sherpa_id already done - 	9512997
	0894-9867	3655	JSON file OK - sherpa_id already done - 	8809259
	1195-1982	3664	JSON file OK - sherpa_id already done - 	9434456
	0142-6338	24528	JSON file OK - sherpa_id already done - 	8010948
	1971-3495	14147	JSON file OK - 	101315005
	0278-4297		JSON file OK - sherpa without items - 	8211547
	0387-821X		JSON file OK - sherpa without items - 	7909645
	1099-3460	14875	JSON file OK - sherpa_id already done - 	9809909
	0022-5347	14188	JSON file OK - 	0376374
	1129-7298	25317	JSON file OK - sherpa_id already done - 	100940729
	1051-0443	14157	JSON file OK - 	9203369
	1062-0303	3222	JSON file OK - 	9014475
	1018-1172	9019	JSON file OK - sherpa_id already done - 	9206092
	0741-5214	3223	JSON file OK - 	8407742
	2213-333X	35831	JSON file OK - 	101607771
	0972-9062	23565	JSON file OK - sherpa_id already done - 	101212761
	1081-1710	6919	JSON file OK - sherpa_id already done - 	9512496
	0957-4271	2036	JSON file OK - sherpa_id already done - 	9104163
	1760-2734	12971	JSON file OK - 	101163270
	0898-7564	35683	JSON file OK - sherpa_id already done - 	9426426
	1040-6387	19326	JSON file OK - sherpa_id already done - 	9011490
	1479-3261	6920	JSON file OK - sherpa_id already done - 	101152804
	0891-6640	15926	JSON file OK - sherpa_id already done - 	8708660
	0748-321X	6699	JSON file OK - sherpa_id already done - 	7610519
	0916-7250		JSON file OK - sherpa without items - 	9105360
	0140-7783	7090	JSON file OK - sherpa_id already done - 	7910920
	1229-845X		JSON file OK - sherpa without items - 	100964185
	1352-0504	7091	JSON file OK - sherpa_id already done - 	9435672
	0022-538X	6221	JSON file OK - sherpa_id already done - 	0113724
	0166-0934	14150	JSON file OK - 	8005839
	1745-3054	947	JSON file OK - sherpa_id already done - 	101254059
	0892-1997	3225	JSON file OK - 	8712262
	1477-8920	13279	JSON file OK - sherpa_id already done - 	101185420
	0090-3558	37371	JSON file OK - sherpa_id already done - 	0244160
	0895-2841	5789	JSON file OK - sherpa_id already done - 	8916635
	1540-9996	1467	JSON file OK - sherpa_id already done - 	101159262
	0969-0700	12213	JSON file OK - sherpa_id already done - 	9417080
	1071-5754	8955	JSON file OK - sherpa_id already done - 	9435679
	0895-3996	2039	JSON file OK - sherpa_id already done - 	9000080
	0047-2891	14870	JSON file OK - sherpa_id already done - 	0333507
	1673-1581	14868	JSON file OK - sherpa_id already done - 	101236535
	1042-7260		JSON file OK - sherpa without items - 	8915208
	1547-1896	29265	JSON file OK - sherpa_id already done - 	9513102
	1936-878X	16035	JSON file OK - sherpa_id already done - 	101467978
	1936-8798	16743	JSON file OK - sherpa_id already done - 	101467004
	2405-500X	31852	JSON file OK - sherpa_id already done - 	101656995
	2213-1779	31851	JSON file OK - sherpa_id already done - 	101598241
	0098-7484	11538	JSON file OK - sherpa_id already done - 	7501160
	2380-6583	31465	JSON file OK - sherpa_id already done - 	101676033
	2168-6068	24834	JSON file OK - sherpa_id already done - 	101589530
	2168-6106	24836	JSON file OK - sherpa_id already done - 	101589534
	2168-6149	24837	JSON file OK - sherpa_id already done - 	101589536
	2374-2437	31541	JSON file OK - sherpa_id already done - 	101652861
	2168-6165	24838	JSON file OK - sherpa_id already done - 	101589539
	2168-6181	24839	JSON file OK - sherpa_id already done - 	101589542
	2168-6203	24840	JSON file OK - sherpa_id already done - 	101589544
	2168-622X	24841	JSON file OK - sherpa_id already done - 	101589550
	2168-6254	24842	JSON file OK - sherpa_id already done - 	101589553
	1517-5693		JSON file OK - sherpa without items - 	101684552
	2688-1527	14963	JSON file OK - sherpa_id already done - 	101758685
	2380-0844	33485	JSON file OK - sherpa_id already done - 	101684997
	0028-2715		JSON file OK - sherpa without items - 	0045233
	1297-319X		JSON file OK - sherpa without items - 	100938016
	0148-6071	9320	JSON file OK - sherpa_id already done - 	7804134
	0368-2811	1356	JSON file OK - sherpa_id already done - 	0313225
	1344-6304		JSON file OK - sherpa without items - 	100893704
	1742-7932	3689	JSON file OK - sherpa_id already done - 	101227890
	0021-5155	14879	JSON file OK - sherpa_id already done - 	0044652
	1867-1071	14880	JSON file OK - sherpa_id already done - 	101490689
	1086-8089		JSON file OK - sherpa without items - 	100884618
	1553-7250	35892	JSON file OK - 	101238023
	2687-4784		JSON file OK - sherpa without items - 	101764223
	0022-7854		JSON file OK - sherpa without items - 	2985202R
	1607-551X	3830	JSON file OK - 	100960562
	0022-9032		JSON file OK - sherpa without items - 	0376352
	0022-9040		JSON file OK - sherpa without items - 	0376351
	1812-2027		JSON file OK - sherpa without items - 	101215359
	0022-9717		JSON file OK - sherpa without items - 	0376354
	1054-6863	8596	JSON file OK - sherpa_id already done - 	9109135
	0023-1207		JSON file OK - sherpa without items - 	0412765
	1420-4096	25132	JSON file OK - sherpa_id already done - 	9610505
	0085-2538	4000	JSON file OK - sherpa_id already done - 	0323470
	0869-2084		JSON file OK - sherpa without items - 	9432021
	1211-264X		JSON file OK - sherpa without items - 	101189112
	0023-2165	10816	JSON file OK - sherpa_id already done - 	0014133
	0862-495X		JSON file OK - sherpa without items - 	9425213
	0300-8630	10818	JSON file OK - 	0326144
	0968-0160	16772	JSON file OK - 	9430798
	0942-2056	8087	JSON file OK - sherpa_id already done - 	9314730
	0023-2513		JSON file OK - sherpa without items - 	0413531
	2005-6419		JSON file OK - sherpa without items - 	101502451
	1598-9992		JSON file OK - sherpa without items - 	101189416
	1226-3303		JSON file OK - sherpa without items - 	8712418
	2005-727X		JSON file OK - sherpa without items - 	101503071
	1011-8942		JSON file OK - sherpa without items - 	8804513
	0023-4001		JSON file OK - sherpa without items - 	9435800
	1229-6929		JSON file OK - sherpa without items - 	100956096
	0023-5679		JSON file OK - sherpa without items - 	2985210R
	0021-5252		JSON file OK - sherpa without items - 	0413533
	0023-6772	11966	JSON file OK - sherpa_id already done - 	0112725
	0093-7355	35367	JSON file OK - sherpa_id already done - 	0417737
	1473-0197	18021	JSON file OK - sherpa_id already done - 	101128948
	0023-6837	4001	JSON file OK - sherpa_id already done - 	0376617
	0007-5027	30984	JSON file OK - sherpa_id already done - 	0250641
	0023-7213		JSON file OK - sherpa without items - 	7901326
	0023-7205		JSON file OK - sherpa without items - 	0027707
	0140-6736	23803	JSON file OK - sherpa_id already done - 	2985213R
	2352-4642	33357	JSON file OK - 	101712925
	2213-8587	25577	JSON file OK - sherpa_id already done - 	101618821
	2405-4704	31859	JSON file OK - sherpa_id already done - 	101645355
	1473-3099	23804	JSON file OK - sherpa_id already done - 	101130150
	1474-4422	23805	JSON file OK - sherpa_id already done - 	101139309
	1470-2045	23806	JSON file OK - sherpa_id already done - 	100957246
	2215-0366	31861	JSON file OK - sherpa_id already done - 	101638123
	2213-2600	25567	JSON file OK - 	101605555
	0023-8309	9365	JSON file OK - sherpa_id already done - 	2985214R
	0161-1461	14536	JSON file OK - sherpa_id already done - 	0323431
	1435-2443		JSON file OK - sherpa without items - 	9808285
	0743-7463	7789	JSON file OK - sherpa_id already done - 	9882736
	0935-8943	10822	JSON file OK - 	8912371
	0023-852X	6979	JSON file OK - sherpa_id already done - 	8607378
	0268-8921	17221	JSON file OK - sherpa_id already done - 	8611515
	0196-8092	13899	JSON file OK - sherpa_id already done - 	8007168
	1050-9267		JSON file OK - sherpa without items - 	9005665
	1357-650X	1217	JSON file OK - sherpa_id already done - 	9609064
	0147-7307	29544	JSON file OK - sherpa_id already done - 	7801255
	1751-1879	2946	JSON file OK - 	101464443
	1543-4494	28603	JSON file OK - sherpa_id already done - 	101155056
	1072-0502	12805	JSON file OK - sherpa_id already done - 	9435678
	1344-6223	12931	JSON file OK - 	100889186
	0266-8254	6923	JSON file OK - sherpa_id already done - 	8510094
	1042-8194	948	JSON file OK - sherpa_id already done - 	9007422
	0145-2126	16843	JSON file OK - sherpa_id already done - 	7706787
	0887-6924	24213	JSON file OK - sherpa_id already done - 	8704895
	2325-8292	32820	JSON file OK - sherpa_id already done - 	101616707
	1993-2820	12691	JSON file OK - sherpa_id already done - 	101299403
	0024-3205	16951	JSON file OK - 	0375521
	2214-5524		JSON file OK - sherpa without items - 	101632373
	2504-3161	34991	JSON file OK - sherpa_id already done - 	101716139
	1380-7870	17043	JSON file OK - sherpa_id already done - 	9516348
	2096-7993		JSON file OK - sherpa without items - 	101303164
	0024-4201	8092	JSON file OK - sherpa_id already done - 	0060450
	0278-9671	8600	JSON file OK - sherpa_id already done - 	8309346
	1478-3223	11895	JSON file OK - sherpa_id already done - 	101160857
	1527-6465	15949	JSON file OK - sherpa_id already done - 	100909185
	1401-5439	949	JSON file OK - sherpa_id already done - 	9617311
	1757-5664	16001	JSON file OK - sherpa_id already done - 	101506777
	1522-7235	7513	JSON file OK - sherpa_id already done - 	100889025
	0341-2040	17405	JSON file OK - sherpa_id already done - 	7701875
	0169-5002	12491	JSON file OK - 	8800805
	0961-2033	9373	JSON file OK - sherpa_id already done - 	9204265
	1539-6851	1468	JSON file OK - sherpa_id already done - 	101163587
	0024-7766		JSON file OK - sherpa without items - 	0155112
	1942-0862	12101	JSON file OK - sherpa_id already done - 	101479829
	1616-5187	1826	JSON file OK - sherpa_id already done - 	101135941
	1022-1336	1829	JSON file OK - sherpa_id already done - 	9888239
	0968-5243	8095	JSON file OK - sherpa_id already done - 	9310752
	0749-1581	7514	JSON file OK - sherpa_id already done - 	9882600
	0730-725X	16036	JSON file OK - 	8214883
	1064-9689	4792	JSON file OK - sherpa_id already done - 	9422762
	0740-3194	13900	JSON file OK - sherpa_id already done - 	8505245
	1347-3182		JSON file OK - sherpa without items - 	101153368
	0953-1424	41838	JSON file OK - sherpa_id already done - 	8900948
	0025-0244		JSON file OK - sherpa without items - 	9313833
	0025-0295	3379	JSON file OK - sherpa_id already done - 	18420110R
	1995-7262		JSON file OK - sherpa without items - 	9500170
	0126-8635		JSON file OK - sherpa without items - 	8101177
	0464-7874		JSON file OK - sherpa without items - 	18420390R
	0938-8990	17407	JSON file OK - sherpa_id already done - 	9100916
	1062-3388		JSON file OK - sherpa without items - 	9303583
	1436-2228	16140	JSON file OK - sherpa_id already done - 	100892712
	0141-1136	12542	JSON file OK - sherpa_id already done - 	9882895
	1874-7787	16589	JSON file OK - sherpa_id already done - 	101475200
	0025-326X	4653	JSON file OK - sherpa_id already done - 	0260231
	0277-7037	15187	JSON file OK - sherpa_id already done - 	8219702
	2051-6347		JSON file OK - sherpa without items - 	101623537
	0928-4931	13704	JSON file OK - sherpa_id already done - 	101484109
	1092-7875	17049	JSON file OK - sherpa_id already done - 	9715672
	1740-8695	7098	JSON file OK - sherpa_id already done - 	101201025
	0025-5564	14209	JSON file OK - sherpa_id already done - 	0103146
	1547-1063	9967	JSON file OK - sherpa_id already done - 	101197794
	1477-8599	1375	JSON file OK - sherpa_id already done - 	101182345
	0945-053X	12873	JSON file OK - 	9432592
	0378-5122	17095	JSON file OK - 	7807333
	0025-6196	21313	JSON file OK - 	0405543
	1920-4825		JSON file OK - sherpa without items - 	101530278
	0361-929X	8869	JSON file OK - sherpa_id already done - 	7605941
	1937-0660		JSON file OK - sherpa without items - 	101522608
	0309-1740	16953	JSON file OK - 	101160862
	0047-6374	16600	JSON file OK - 	0347227
	0145-9740	5849	JSON file OK - sherpa_id already done - 	7707343
	0745-5194	1949	JSON file OK - sherpa_id already done - 	8405037
	0350-199X		JSON file OK - sherpa without items - 	101635337
	0140-0118	8108	JSON file OK - sherpa_id already done - 	7704869
	0025-7079	8870	JSON file OK - sherpa_id already done - 	0230027
	1077-5587	9384	JSON file OK - sherpa_id already done - 	9506850
	1573-4064	3954	JSON file OK - sherpa_id already done - 	101240303
	0025-7753	19939	JSON file OK - sherpa_id already done - 	0376377
	0025-7125	4793	JSON file OK - sherpa_id already done - 	2985236R
	1362-3699	5851	JSON file OK - sherpa_id already done - 	9612305
	0272-989X	9385	JSON file OK - sherpa_id already done - 	8109073
	0958-3947	16594	JSON file OK - sherpa_id already done - 	8908862
	0308-0110	7099	JSON file OK - sherpa_id already done - 	7605655
	1350-4533	12896	JSON file OK - 	9422753
	1840-0132		JSON file OK - sherpa without items - 	101250177
	1386-7423	13091	JSON file OK - sherpa_id already done - 	9815900
	0025-7273	24458	JSON file OK - sherpa_id already done - 	0401052
	1468-215X	1942	JSON file OK - sherpa_id already done - 	100959585
	0306-9877	16595	JSON file OK - 	7505668
	1361-8415	16038	JSON file OK - 	9713490
	2694-3581		JSON file OK - sherpa without items - 	101772861
	0025-729X		JSON file OK - sherpa without items - 	0400714
	0300-5283		JSON file OK - sherpa without items - 	0361547
	2193-6218	28594	JSON file OK - sherpa_id already done - 	101575086
	0025-7818		JSON file OK - sherpa without items - 	0401176
	0967-0742	1376	JSON file OK - sherpa_id already done - 	9308945
	0025-8172	24172	JSON file OK - sherpa_id already done - 	0412004
	0025-732X		JSON file OK - sherpa without items - 	2985240R
	0300-8584	8109	JSON file OK - sherpa_id already done - 	0314524
	1860-1480	17223	JSON file OK - sherpa_id already done - 	101239023
	1369-3786	26293	JSON file OK - sherpa_id already done - 	9815835
	2185-6486		JSON file OK - sherpa without items - 	101562838
	1357-0560	15654	JSON file OK - sherpa_id already done - 	9435512
	1698-4447		JSON file OK - sherpa without items - 	101231694
	0094-2405	10309	JSON file OK - sherpa_id already done - 	0425746
	0465-5893	31190	JSON file OK - sherpa_id already done - 	0376642
	1011-7571	25134	JSON file OK - sherpa_id already done - 	8901334
	0885-1158		JSON file OK - sherpa without items - 	9416269
	0276-3869	5850	JSON file OK - sherpa_id already done - 	8219208
	0198-6325	15189	JSON file OK - sherpa_id already done - 	8103150
	0767-0974	22145	JSON file OK - sherpa_id already done - 	8710980
	0025-8024	24171	JSON file OK - sherpa_id already done - 	0400721
	1234-1010		JSON file OK - sherpa without items - 	9609063
	2325-4394		JSON file OK - sherpa without items - 	101597444
	0195-9131	8873	JSON file OK - sherpa_id already done - 	8005433
	0254-5020		JSON file OK - sherpa without items - 	8402440
	0142-159X	951	JSON file OK - sherpa_id already done - 	7909593
	1844-4172		JSON file OK - sherpa without items - 	101522985
	0269-283X	2520	JSON file OK - sherpa_id already done - 	8708682
	0962-9351	3212	JSON file OK - sherpa_id already done - 	9209001
	1555-7960		JSON file OK - sherpa without items - 	100964771
	0025-7680		JSON file OK - sherpa without items - 	0204271
	1010-660X	35307	JSON file OK - sherpa_id already done - 	9425208
	0025-7974	8872	JSON file OK - sherpa_id already done - 	2985248R
	0960-8931	8874	JSON file OK - sherpa_id already done - 	9109623
	0090-502X	13120	JSON file OK - sherpa_id already done - 	0357443
	0074-0276		JSON file OK - sherpa without items - 	7502619
